Assessment_id,Assessment_link,Assessment_boundry,link_confirmation,Assessment_factors,Assessment_authors,Adaptation_plan,Organization_id
649,"https://files.clarkcountynv.gov/clarknv/Fire/Public%20Meetings/MJHMP/Clark%20County,%20Nevada%20Multi-Jurisdictional%20Hazard%20Mitigation%20Plan%202023%20Open%20Comment%20Final%20(Redacted)%204.26.23%20.pdf?t=1686699813374&t=1686699813374","Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The Hazard Mitigation Plan includes all Clark County Nevada jurisdictions, which are as follows:  Las Vegas, North Las Vegas, Henderson, Mesquite, Boulder City, and unincorporated Clark County.",The assessment can be accessed (unrestricted) on the link provided,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Dedicated team within jurisdiction; Regional/ state/ provincial government; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,50545
650,https://www.longbeach.gov/globalassets/lbds/media-library/documents/planning/lb-cap/long-beach-vulnerability-assessment,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,Assessment considers vulnerable populations; Assessment considers water security,Consultant,Adaptation plan,50551
651,Salamanca_ARVC_Versión Final.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Question not applicable,Incomplete report,834284
652,Resilient Nashville: Preliminary Resilience Assessment,Same - covers entire jurisdiction and nothing else,Unable to provide an attachment and/or direct link to the assessment as it is not yet published,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,49335
653,http://skpo.izmir.bel.tr/Upload_Files/FckFiles/file/2020/WEB_SAYFASI_SECAP-ingilizce.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework","Other, please specify: İzmir Metropolitan Municipality",Adaptation goal(s) and adaptation plan,74673
654,analyse_klimabedingterrisikenundchanceninderschweiz-regionalefal (2).pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached and can be accessed (unrestricted) on the link provided,,Consultant,Adaptation goal(s),31151
655,00_EHL_consolidada.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Question not applicable,Adaptation goal(s) and adaptation plan,863190
656,https://abag.ca.gov/2011-bay-area-hazard-mitigation-plan,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: This plan covers the entire 9-county San Francisco Bay Area.",The assessment can be accessed (unrestricted) on the link provided,A process has been established to update the assessment at least every five years; Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Regional/ state/ provincial government,Adaptation goal(s) and adaptation plan,35883
657,RANCANGAN RPJMD 2021-2026 060921.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,"Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Question not applicable,Adaptation goal(s) and adaptation plan,862419
658,https://www.cityoflondon.gov.uk/assets/Services-Environment/climate-action-managing-climate-risk-for-our-financial-investments-2021.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,A process has been established to update the assessment at least every five years; Assessment considers transition risks,Question not applicable,Adaptation goal(s) and adaptation plan,919095
659,https://www2.gov.bc.ca/assets/gov/environment/climate-change/adaptation/cpas_2021.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: This is a Provincial level report.",The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",Regional/ state/ provincial government,Adaptation goal(s) and adaptation plan,59572
660,Park Forest Climate Risk and Vulnerability Assessment.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Question not applicable,Adaptation goal(s) and adaptation plan,74463
661,"1_Águeda Relatório de Monitorização do PAES.pdf, 2_Águeda Sumário Executivo Relatório Monitorização.pdf, 3_Águeda Short-summary Relatório Monitorização.pdf, 4_Águeda Anexo 1 Relatório Monitorização.pdf, 5_Águeda Anexo 2 Relatório Monitorização.pdf, 6_Águeda Anexo 3 Relatório Monitorização.pdf, Águeda_Pacto ficha.pdf","Larger - covers the whole jurisdiction and adjoining areas, please explain additions: O estudo e plano cobre a totalidade da área concelhia, extrapolando o limite urbano da cidade de Águeda. Isto permite uma abordagem mais consistente e coerente face as medidas e ações a adotar e desenvolver no âmbito do tema do risco da  floresta.",The assessment has been attached and can be accessed (unrestricted) on the link provided,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,55325
662,https://www.agci.org/wp-content/uploads/imported-files/2022/07/GI_canary_ClimateChangeAspen2014.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Pitkin and  Eagle County",The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Consultant,Adaptation goal(s) and adaptation plan,52897
